iyear,imonth,country_txt,region_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,nkill,nwound,latitude,longitude,gname
2017,4,Libya,Middle East & North Africa,Bombing/Explosion,Transportation,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2013,6,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,5.0,27.022867,14.441218,Unknown
2015,11,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.760422,22.635265,Barqa Province of the Islamic State
2016,12,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,3.0,32.116667,20.066667,Unknown
2017,5,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,2,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,5.0,30.491793,18.547119,Muslim extremists
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Explosives,0.0,0.0,31.927389,12.251627,Muslim extremists
2015,6,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,9.0,32.069286,20.151144,Unknown
2013,10,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2017,3,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,0.0,30.40053,19.606054,Unknown
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,31.927389,12.251627,Muslim extremists
2015,7,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,4.0,11.0,32.069286,20.151144,Muslim extremists
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,1.0,32.069286,20.151144,Unknown
2014,4,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2016,7,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,4.0,32.069286,20.151144,Unknown
2014,9,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.755737,12.723051,Unknown
2016,1,Libya,Middle East & North Africa,Bombing/Explosion,Utilities,Explosives,0.0,0.0,30.951601,20.118898,Barqa Province of the Islamic State
2015,5,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,2.0,0.0,31.05397,17.284967,Tripoli Province of the Islamic State
2016,1,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,31.853462,22.534731,Barqa Province of the Islamic State
2015,5,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,2.0,7.0,32.762238,22.241188,Barqa Province of the Islamic State
2013,12,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,5.0,32.069286,20.151144,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.867867,13.189067,Unknown
2014,8,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.777105,13.156587,Unknown
2015,12,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,0.0,32.069286,20.151144,Unknown
2014,3,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,7.0,12.0,32.069286,20.151144,Barqa Province of the Islamic State
2014,2,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2016,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,9.0,32.069286,20.151144,Unknown
2014,9,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.867867,13.189067,Muslim extremists
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,February 17 Martyrs Brigade
2013,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2015,3,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,1.0,1.0,31.197586,16.586681,Tripoli Province of the Islamic State
2014,6,Libya,Middle East & North Africa,Bombing/Explosion,Religious Figures/Institutions,Explosives,0.0,0.0,32.760422,22.635265,Unknown
2014,5,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2014,5,Libya,Middle East & North Africa,Bombing/Explosion,Religious Figures/Institutions,Explosives,0.0,0.0,32.760422,22.635265,Ansar al-Sharia (Libya)
2015,12,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,2.0,32.791561,12.489026,Tripoli Province of the Islamic State
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Airports & Aircraft,Explosives,0.0,0.0,31.927389,12.251627,Muslim extremists
2016,5,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,1.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2013,6,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,1.0,6.0,27.022867,14.441218,Unknown
2013,12,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2016,7,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,1.0,4.0,31.197586,16.586681,Tripoli Province of the Islamic State
2016,1,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,7.0,20.0,32.867867,13.189067,Unknown
2015,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,10,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2016,4,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,1.0,3.0,30.727223,18.215196,Tripoli Province of the Islamic State
2017,2,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,3.0,7.0,32.006588,20.07247,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,0.0,0.0,32.069286,20.151144,Haftar Militia
2014,10,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2013,5,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,10,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2017,1,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,2.0,0.0,32.867867,13.189067,Unknown
2014,5,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2016,10,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,4.0,14.0,32.069286,20.151144,Unknown
2016,5,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,2.0,9.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,February 17 Martyrs Brigade
2017,10,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,0.0,31.754255,14.007956,Unknown
2016,5,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,17.0,25.0,31.395836,15.724736,Tripoli Province of the Islamic State
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,0.0,0.0,32.867867,13.189067,Tripoli Province of the Islamic State
2013,2,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,0.0,32.069286,20.151144,Unknown
2013,2,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,0.0,3.0,32.760742,21.757212,Unknown
2015,12,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,8.0,2.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2015,6,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,0.0,32.069286,20.151144,Unknown
2014,7,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Business,Explosives,0.0,0.0,32.069286,20.151144,Unknown
2015,4,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0,32.069286,20.151144,Unknown
2013,10,Libya,Middle East & North Africa,Bombing/Explosion,Utilities,Explosives,0.0,0.0,32.817287,13.010505,Unknown
2013,7,Libya,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,0.0,13.0,32.069286,20.151144,Unknown
2015,6,Libya,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0,32.073238,23.944855,Barqa Province of the Islamic State
2016,12,Libya,Middle East & North Africa,Bombing/Explosion,Military,Explosives,0.0,9.0,32.069286,20.151144,Unknown
2013,8,Libya,Middle East & North Africa,Bombing/Explosion,Police,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2017,2,Libya,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,0.0,1.0,32.069286,20.151144,Unknown
2014,11,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,32.069286,20.151144,Libya Shield Force
2014,8,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Police,Incendiary,0.0,0.0,31.197586,16.586681,Unknown
2015,11,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,0.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2016,5,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Business,Unknown,0.0,0.0,31.448914,15.256008,Tripoli Province of the Islamic State
2012,6,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Government (Diplomatic),Firearms,0.0,0.0,32.069286,20.151144,Unknown
2014,9,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Police,Firearms,0.0,0.0,31.197586,16.586681,Unknown
2014,11,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0,32.069286,20.151144,Libya Shield Force
2016,3,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,0.0,0.0,31.138931,17.046944,Tripoli Province of the Islamic State
2013,4,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Government (General),Firearms,0.0,0.0,32.867867,13.189067,Unknown
2015,1,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0,32.755737,12.723051,Muslim extremists
2017,4,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Business,Firearms,0.0,0.0,28.888871,10.026977,Unknown
2014,10,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Educational Institution,Unknown,0.0,0.0,32.867867,13.189067,Unknown
2017,10,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,0.0,0.0,32.867867,13.189067,Unknown
2016,3,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,0.0,0.0,31.138931,17.046944,Tripoli Province of the Islamic State
2013,7,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Private Citizens & Property,Firearms,0.0,0.0,32.867867,13.189067,Unknown
2012,9,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,6.0,2.0,32.066667,20.35,Muslim extremists
2014,3,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Government (General),Firearms,0.0,0.0,32.867867,13.189067,Unknown
2014,9,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Government (General),Firearms,0.0,0.0,32.81126,13.152026,Unknown
2015,4,Libya,Middle East & North Africa,Facility/Infrastructure Attack,Journalists & Media,Incendiary,0.0,0.0,24.187631,23.283384,Unknown
2008,8,Libya,Middle East & North Africa,Hijacking,Airports & Aircraft,Melee,0.0,0.0,23.382073,22.313837,Sudan Liberation Movement
2017,5,Libya,Middle East & North Africa,Hijacking,Business,Unknown,0.0,0.0,32.258216,15.050009,Tripoli Province of the Islamic State
2016,12,Libya,Middle East & North Africa,Hijacking,Airports & Aircraft,Explosives,0.0,0.0,27.022867,14.441218,Al-Fateh Al-Jadid
2013,9,Libya,Middle East & North Africa,Hijacking,Government (Diplomatic),Firearms,0.0,0.0,32.867867,13.189067,Unknown
2016,11,Libya,Middle East & North Africa,Hostage Taking (Barricade Incident),Private Citizens & Property,Firearms,4.0,0.0,32.646988,14.260969,Tripoli Province of the Islamic State
2014,1,Libya,Middle East & North Africa,Hostage Taking (Barricade Incident),Police,Firearms,1.0,0.0,25.930001,14.43498,Tabu Tribe
2014,7,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Military,Unknown,0.0,0.0,32.760422,22.635265,Unknown
2015,11,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Military,Unknown,0.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2016,2,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2014,1,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Government (Diplomatic),Firearms,0.0,0.0,32.867867,13.189067,Unknown
2014,3,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,32.857067,13.338508,Unknown
2014,7,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,32.867867,13.189067,Barq al-Nasser Brigade
2015,1,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,13.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2016,5,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,31.197586,16.586681,Tripoli Province of the Islamic State
2016,1,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Police,Unknown,0.0,0.0,30.780207,17.837408,Tripoli Province of the Islamic State
2016,2,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,32.817277,13.011108,Unknown
2017,1,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,32.867867,13.189067,Hay Andalus Defense Operations Room
2014,7,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,32.867867,13.189067,Al-Qaqa Brigade
2016,3,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,31.138931,17.046944,Tripoli Province of the Islamic State
2017,6,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Religious Figures/Institutions,Unknown,0.0,0.0,32.760742,21.757212,Unknown
2015,3,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Military,Melee,1.0,0.0,32.069286,20.151144,Barqa Province of the Islamic State
2015,7,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,0.0,30.739099,16.558668,Tripoli Province of the Islamic State
2015,7,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,32.867867,13.189067,Unknown
2015,12,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),NGO,Firearms,0.0,0.0,32.867867,13.189067,Unknown
2013,4,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Journalists & Media,Firearms,0.0,1.0,32.069286,20.151144,Unknown
2015,9,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,31.918643,22.429146,Barqa Province of the Islamic State
2014,5,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Police,Explosives,11.0,15.0,32.069286,20.151144,Ansar al-Sharia (Libya)
2017,10,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Military,Firearms,0.0,0.0,31.197586,16.586681,Unknown
2016,3,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,31.138931,17.046944,Tripoli Province of the Islamic State
2015,12,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0,31.197586,16.586681,Tripoli Province of the Islamic State
2016,3,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,31.05397,17.284967,Tripoli Province of the Islamic State
2016,11,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0,32.760422,22.635265,Shura Council of Mujahideen in Derna
2014,7,Libya,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,2.0,0.0,32.760422,22.635265,Islamic Youth Shura Council
